id_interaccion	id_lead	id_deal	id_vendedor	tipo_interaccion	resultado	numero_toque	timestamp	duracion_seg	notas
780	205		5	Telefono	No Contesto	3	2026-03-28 17:10:06		
781	205		5	Correo	No Contesto	4	2026-03-07 01:42:57		
782	205		5	Telefono	No Contesto	5	2026-03-16 01:17:32		
783	206		4	WhatsApp	No Contesto	1	2026-03-26 16:48:57		Llamada breve, pide callback
784	206		4	WhatsApp	No Contesto	2	2026-03-24 12:20:25		
785	207		1	WhatsApp	No Contesto	1	2026-03-06 04:56:23		
786	207		1	Telefono	No Contesto	2	2026-03-05 03:12:32		
787	207		1	WhatsApp	Contesto	3	2026-03-11 19:33:18		
788	208		5	WhatsApp	No Contesto	1	2026-03-05 21:55:35		
789	208		5	Telefono	Contesto	2	2026-03-08 10:34:32	159	
790	208		5	Telefono	Contesto	3	2026-03-18 01:08:01	329	Quiere cotización
791	208		5	WhatsApp	Contesto	4	2026-03-10 10:03:04		Disponible siguiente semana
792	209		2	WhatsApp	No Contesto	1	2026-03-13 06:28:39		
793	209		2	Correo	No Contesto	2	2026-03-12 10:52:51		
794	209		2	WhatsApp	No Contesto	3	2026-03-11 12:47:40		
795	209		2	Telefono	No Contesto	4	2026-03-18 07:48:45		Línea ocupada
796	210		4	WhatsApp	No Contesto	1	2026-03-10 21:15:55		No disponible
797	210		4	Correo	No Contesto	2	2026-03-08 07:05:57		
798	210		4	Telefono	No Contesto	3	2026-03-15 00:04:02		
799	210		4	Telefono	No Contesto	4	2026-03-10 22:31:10		
800	210		4	WhatsApp	Contesto	5	2026-03-12 03:35:48		
801	210		4	Telefono	No Contesto	6	2026-03-10 05:46:51		
802	210		4	Telefono	No Contesto	7	2026-03-14 11:52:52		
803	211		1	Correo	Contesto	1	2026-03-04 23:09:38		Quiere cotización
804	211		1	Telefono	No Contesto	2	2026-03-05 20:17:58		
805	212		1	WhatsApp	Contesto	1	2026-03-05 09:05:05		
806	212		1	WhatsApp	Contesto	2	2026-03-08 17:58:56		
807	212		1	WhatsApp	No Contesto	3	2026-03-10 04:49:17		
808	212		1	WhatsApp	No Contesto	4	2026-03-11 07:29:25		
809	213		1	Correo	No Contesto	1	2026-03-19 13:04:01		
810	213		1	Telefono	No Contesto	2	2026-03-15 12:24:07		
811	214		5	WhatsApp	No Contesto	1	2026-03-05 20:46:43		
812	214		5	WhatsApp	No Contesto	2	2026-03-06 02:24:27		Buzón de voz
813	214		5	Telefono	No Contesto	3	2026-03-07 00:56:29		No disponible
814	214		5	WhatsApp	Contesto	4	2026-03-11 03:21:31		
815	214		5	WhatsApp	Contesto	5	2026-03-12 17:02:00		Positivo, agenda follow-up
816	214		5	Correo	No Contesto	6	2026-03-06 17:13:32		
817	215		3	Correo	No Contesto	1	2026-03-25 20:34:10		
818	216		4	Telefono	Contesto	1	2026-03-21 10:41:46	521	
819	216		4	WhatsApp	No Contesto	2	2026-04-01 16:00:04		
820	217		3	Correo	No Contesto	1	2026-03-06 19:18:03		
821	217		3	Telefono	No Contesto	2	2026-03-16 19:04:19		
822	217		3	Telefono	No Contesto	3	2026-03-11 19:50:16		
823	217		3	WhatsApp	Contesto	4	2026-03-07 01:32:34		Disponible siguiente semana
824	217		3	Correo	No Contesto	5	2026-03-07 17:34:00		
825	217		3	Telefono	No Contesto	6	2026-03-18 18:30:20		
826	218		1	WhatsApp	No Contesto	1	2026-03-06 18:37:56		
827	218		1	Telefono	Contesto	2	2026-03-04 07:30:44	109	
828	218		1	Telefono	Contesto	3	2026-03-05 23:08:51	363	
829	218		1	Correo	No Contesto	4	2026-03-04 20:30:39		
830	219		3	Telefono	Contesto	1	2026-03-10 12:58:36	373	
831	219		3	Correo	No Contesto	2	2026-03-09 10:23:54		
832	219		3	Telefono	Contesto	3	2026-03-06 10:30:45	56	Interesado, pide más info
833	219		3	Correo	No Contesto	4	2026-03-15 15:07:55		
834	220		3	Correo	Contesto	1	2026-03-06 09:09:53		
835	220		3	Telefono	No Contesto	2	2026-03-09 02:34:43		
836	220		3	Correo	No Contesto	3	2026-03-30 05:47:55		
837	220		3	WhatsApp	No Contesto	4	2026-03-12 04:26:28		
838	220		3	WhatsApp	Contesto	5	2026-03-29 17:29:13		
839	221		5	WhatsApp	Contesto	1	2026-03-16 08:02:02		Interesado, pide más info
840	222		3	Telefono	No Contesto	1	2026-03-20 00:13:42		
841	222		3	Telefono	No Contesto	2	2026-03-14 15:20:53		
842	222		3	Correo	No Contesto	3	2026-03-07 07:21:15		
843	222		3	WhatsApp	No Contesto	4	2026-03-27 10:35:22		
844	223		4	WhatsApp	Contesto	1	2026-03-08 06:33:38		
845	223		4	Telefono	No Contesto	2	2026-03-31 01:53:12		
846	223		4	WhatsApp	No Contesto	3	2026-03-19 18:33:26		
847	223		4	Telefono	No Contesto	4	2026-03-10 21:29:39		
848	223		4	WhatsApp	No Contesto	5	2026-03-12 22:12:52		
849	223		4	Telefono	No Contesto	6	2026-03-17 11:27:10		
850	223		4	WhatsApp	No Contesto	7	2026-03-10 02:15:56		Buzón de voz
851	223		4	Correo	Contesto	8	2026-03-13 19:05:29		
852	224		2	WhatsApp	Contesto	1	2026-03-07 01:17:30		
853	224		2	WhatsApp	Contesto	2	2026-03-06 05:21:20		Confirmó interés
854	224		2	Telefono	No Contesto	3	2026-03-08 19:04:39		
855	224		2	WhatsApp	Contesto	4	2026-03-08 05:25:13		Positivo, agenda follow-up
856	224		2	Correo	No Contesto	5	2026-03-06 19:47:31		
857	225		4	Telefono	No Contesto	1	2026-03-04 04:22:32		
858	225		4	WhatsApp	No Contesto	2	2026-03-08 20:12:31		
859	225		4	Telefono	No Contesto	3	2026-03-07 23:12:52		
860	225		4	WhatsApp	No Contesto	4	2026-03-06 19:26:21		
861	226		5	WhatsApp	Contesto	1	2026-03-07 09:29:26		Quiere cotización
862	227		3	Telefono	No Contesto	1	2026-03-27 01:23:26		
863	227		3	Correo	No Contesto	2	2026-03-17 17:35:06		
864	228		2	Correo	Contesto	1	2026-03-07 11:55:42		
865	228		2	Telefono	No Contesto	2	2026-03-06 16:45:51		Línea ocupada
866	228		2	Telefono	Contesto	3	2026-03-09 06:56:27	479	Interesado, pide más info
867	228		2	Telefono	No Contesto	4	2026-03-11 05:45:28		
868	229		2	WhatsApp	Contesto	1	2026-03-04 02:17:01		
869	229		2	WhatsApp	Contesto	2	2026-03-09 08:19:50		
870	229		2	Correo	No Contesto	3	2026-03-04 22:52:22		Buzón de voz
871	229		2	WhatsApp	No Contesto	4	2026-03-10 00:24:01		
872	230		4	WhatsApp	No Contesto	1	2026-03-11 12:57:04		
873	230		4	WhatsApp	No Contesto	2	2026-03-07 19:00:20		
874	230		4	WhatsApp	No Contesto	3	2026-03-08 16:50:15		
875	231		1	Correo	No Contesto	1	2026-03-04 18:09:56		
876	231		1	Telefono	No Contesto	2	2026-03-05 13:58:53		
877	231		1	WhatsApp	No Contesto	3	2026-03-04 20:33:36		
878	231		1	Telefono	No Contesto	4	2026-03-06 05:19:40		Sin respuesta
879	231		1	Telefono	No Contesto	5	2026-03-07 09:54:44		
880	232		1	Correo	No Contesto	1	2026-03-03 11:47:30		Llamada breve, pide callback
881	232		1	Correo	Contesto	2	2026-03-03 16:28:32		Interesado, pide más info
882	232		1	WhatsApp	Contesto	3	2026-03-06 00:19:08		Interesado, pide más info
883	232		1	WhatsApp	Contesto	4	2026-03-05 01:34:27		
884	232		1	WhatsApp	Contesto	5	2026-03-04 04:52:33		
885	232		1	WhatsApp	No Contesto	6	2026-03-04 14:48:15		
886	233		3	WhatsApp	No Contesto	1	2026-03-16 06:08:00		
887	233		3	WhatsApp	No Contesto	2	2026-03-14 02:27:35		
888	233		3	Correo	No Contesto	3	2026-03-29 09:48:19		
889	233		3	WhatsApp	No Contesto	4	2026-04-01 17:47:31		
890	233		3	Telefono	Contesto	5	2026-03-20 19:21:54	459	
891	234		3	Telefono	No Contesto	1	2026-03-08 18:14:31		
892	234		3	Telefono	Contesto	2	2026-03-14 15:30:18	161	
893	235		4	Correo	No Contesto	1	2026-03-09 19:38:34		
894	235		4	Telefono	Contesto	2	2026-03-09 04:23:18	250	
895	235		4	WhatsApp	Contesto	3	2026-03-07 10:42:30		Confirmó interés
896	235		4	WhatsApp	No Contesto	4	2026-03-06 14:29:45		
897	235		4	Correo	Contesto	5	2026-03-08 22:37:18		Positivo, agenda follow-up
898	236		1	Telefono	No Contesto	1	2026-03-12 14:42:56		
899	236		1	WhatsApp	Contesto	2	2026-03-21 00:47:52		Disponible siguiente semana
900	237		1	Correo	Contesto	1	2026-03-05 11:50:22		Positivo, agenda follow-up
901	237		1	Telefono	Contesto	2	2026-03-07 01:08:14	94	
902	238		5	Telefono	Contesto	1	2026-03-05 15:09:06	578	
903	238		5	WhatsApp	Contesto	2	2026-03-06 05:43:18		
904	238		5	Telefono	Contesto	3	2026-03-20 14:53:42	284	
905	238		5	Telefono	Contesto	4	2026-03-16 02:26:15	134	
906	238		5	WhatsApp	Contesto	5	2026-03-10 16:36:31		
907	238		5	Telefono	No Contesto	6	2026-03-10 07:45:53		Buzón de voz
908	239		4	WhatsApp	Contesto	1	2026-03-15 01:42:53		
909	239		4	Telefono	No Contesto	2	2026-03-22 15:05:47		Sin respuesta
910	239		4	WhatsApp	Contesto	3	2026-03-21 22:50:09		Disponible siguiente semana
911	239		4	Correo	No Contesto	4	2026-03-24 02:28:56		
912	239		4	Telefono	No Contesto	5	2026-03-13 19:16:02		Sin respuesta
913	240		4	WhatsApp	Contesto	1	2026-03-10 04:11:30		
914	240		4	WhatsApp	Contesto	2	2026-03-18 05:20:01		
915	240		4	WhatsApp	No Contesto	3	2026-03-15 08:02:05		
916	241		5	WhatsApp	Contesto	1	2026-03-18 21:42:34		
917	241		5	WhatsApp	Contesto	2	2026-03-14 08:30:25		
918	241		5	Telefono	Contesto	3	2026-03-09 08:49:23	115	Interesado, pide más info
919	241		5	Telefono	No Contesto	4	2026-03-20 18:45:22		
920	242		2	WhatsApp	No Contesto	1	2026-03-17 04:20:52		
921	242		2	WhatsApp	Contesto	2	2026-03-16 22:52:43		Confirmó interés
922	242		2	WhatsApp	No Contesto	3	2026-03-06 08:42:37		
923	242		2	WhatsApp	Contesto	4	2026-03-06 02:41:15		Interesado, pide más info
924	242		2	WhatsApp	No Contesto	5	2026-03-19 17:16:13		
925	242		2	Correo	Contesto	6	2026-03-18 04:12:38		
926	243		5	WhatsApp	No Contesto	1	2026-03-05 20:45:18		Buzón de voz
927	243		5	WhatsApp	Contesto	2	2026-03-04 12:38:35		
928	243		5	Telefono	No Contesto	3	2026-03-04 21:25:32		
929	243		5	Correo	Contesto	4	2026-03-05 18:49:07		
930	243		5	WhatsApp	No Contesto	5	2026-03-05 17:55:15		
931	244		5	WhatsApp	Contesto	1	2026-03-06 00:10:07		
932	244		5	Telefono	No Contesto	2	2026-03-07 10:31:38		
933	244		5	WhatsApp	Contesto	3	2026-03-07 07:12:43		Disponible siguiente semana
934	244		5	WhatsApp	No Contesto	4	2026-03-09 16:21:59		
935	244		5	WhatsApp	Contesto	5	2026-03-08 16:45:01		Confirmó interés
936	244		5	Correo	No Contesto	6	2026-03-08 04:53:58		
937	246		4	Telefono	No Contesto	1	2026-03-05 06:27:18		
938	247		1	Telefono	Contesto	1	2026-03-18 11:32:56	126	
939	247		1	Telefono	Contesto	2	2026-03-13 12:16:20	190	Positivo, agenda follow-up
940	247		1	WhatsApp	Contesto	3	2026-03-17 21:33:12		Interesado, pide más info
941	247		1	Telefono	No Contesto	4	2026-03-13 11:29:52		
942	247		1	Telefono	No Contesto	5	2026-03-13 10:09:33		
943	248		5	WhatsApp	No Contesto	1	2026-03-05 10:54:29		
944	248		5	Telefono	Contesto	2	2026-03-06 02:18:43	299	
945	249		2	WhatsApp	No Contesto	1	2026-03-11 06:05:55		
946	249		2	WhatsApp	No Contesto	2	2026-03-09 19:07:21		
947	249		2	Correo	No Contesto	3	2026-03-11 01:40:58		
948	249		2	Telefono	Contesto	4	2026-03-06 06:29:41	251	Respondió bien, buen perfil
949	249		2	WhatsApp	Contesto	5	2026-03-09 17:27:29		
950	250		3	Telefono	No Contesto	1	2026-03-06 16:06:07		
951	250		3	WhatsApp	No Contesto	2	2026-03-09 11:28:37		
952	250		3	WhatsApp	Contesto	3	2026-03-10 18:44:48		
953	250		3	WhatsApp	No Contesto	4	2026-03-10 07:00:44		
954	250		3	Telefono	Contesto	5	2026-03-14 08:32:06	249	
955	250		3	Correo	No Contesto	6	2026-03-16 03:24:01		Llamada breve, pide callback
956	250		3	WhatsApp	No Contesto	7	2026-03-11 01:10:48		
957	251		5	Correo	No Contesto	1	2026-03-06 06:51:51		Línea ocupada
958	251		5	Correo	No Contesto	2	2026-03-10 20:43:08		
959	251		5	Telefono	No Contesto	3	2026-03-07 14:25:14		
960	251		5	Telefono	No Contesto	4	2026-03-03 17:22:53		
961	251		5	WhatsApp	Contesto	5	2026-03-11 11:58:48		
962	252		3	Correo	No Contesto	1	2026-03-05 03:18:51		
963	252		3	Telefono	Contesto	2	2026-03-16 22:37:39	437	Positivo, agenda follow-up
964	253		3	Telefono	Contesto	1	2026-03-04 14:28:12	512	
965	253		3	WhatsApp	Contesto	2	2026-03-15 02:49:28		
966	253		3	WhatsApp	No Contesto	3	2026-03-06 15:32:22		Buzón de voz
967	253		3	WhatsApp	No Contesto	4	2026-03-21 18:05:08		
968	253		3	Correo	Contesto	5	2026-03-15 07:26:22		
969	253		3	Telefono	No Contesto	6	2026-03-22 20:58:12		Buzón de voz
970	253		3	Correo	Contesto	7	2026-03-26 19:40:56		Disponible siguiente semana
971	254		1	Telefono	No Contesto	1	2026-03-14 05:46:38		
972	254		1	WhatsApp	No Contesto	2	2026-03-10 22:39:44		
973	254		1	WhatsApp	Contesto	3	2026-03-12 09:16:43		
974	254		1	Correo	No Contesto	4	2026-03-05 14:39:00		
975	254		1	WhatsApp	Contesto	5	2026-03-08 13:23:38		Quiere cotización
976	255		1	Telefono	Contesto	1	2026-03-06 00:00:09	449	Positivo, agenda follow-up
977	255		1	Correo	No Contesto	2	2026-03-05 07:42:19		
978	255		1	WhatsApp	Contesto	3	2026-03-07 09:08:06		
979	255		1	Telefono	No Contesto	4	2026-03-04 16:48:31		Buzón de voz
980	256		2	WhatsApp	Contesto	1	2026-03-04 07:19:03		
981	256		2	WhatsApp	Contesto	2	2026-03-06 20:00:20		
982	256		2	Correo	No Contesto	3	2026-03-06 22:17:05		
983	256		2	WhatsApp	No Contesto	4	2026-03-06 17:17:23		
984	257		2	Telefono	Contesto	1	2026-03-02 15:03:16	212	Disponible siguiente semana
985	257		2	Telefono	Contesto	2	2026-03-02 19:51:28	309	
986	257		2	Telefono	Contesto	3	2026-03-03 19:32:51	480	Quiere cotización
987	258		3	WhatsApp	No Contesto	1	2026-03-30 21:08:02		
988	258		3	WhatsApp	No Contesto	2	2026-03-07 18:32:23		
989	258		3	WhatsApp	Contesto	3	2026-03-16 17:11:05		
990	258		3	WhatsApp	No Contesto	4	2026-03-21 00:05:31		
991	258		3	WhatsApp	No Contesto	5	2026-03-20 13:05:40		No disponible
992	258		3	Telefono	No Contesto	6	2026-03-09 12:23:04		
993	258		3	WhatsApp	No Contesto	7	2026-03-31 13:24:16		Sin respuesta
994	259		3	WhatsApp	Contesto	1	2026-04-02 14:03:16		
995	259		3	Telefono	Contesto	2	2026-03-22 22:39:36	38	Quiere cotización
996	260		3	Telefono	No Contesto	1	2026-03-04 01:36:39		
997	260		3	Telefono	Contesto	2	2026-03-04 13:28:20	52	
998	260		3	WhatsApp	No Contesto	3	2026-03-08 03:30:16		
999	260		3	WhatsApp	No Contesto	4	2026-03-05 23:08:40		
1000	261		5	Telefono	No Contesto	1	2026-03-08 02:50:43		No disponible
1001	261		5	WhatsApp	No Contesto	2	2026-03-11 03:04:35		Llamada breve, pide callback
1002	261		5	WhatsApp	No Contesto	3	2026-03-10 08:08:25		
1003	262		2	WhatsApp	No Contesto	1	2026-03-29 03:28:08		
1004	262		2	Correo	No Contesto	2	2026-03-10 12:11:56		
1005	264		1	Correo	Contesto	1	2026-03-05 16:10:56		
1006	264		1	WhatsApp	Contesto	2	2026-03-02 18:15:59		
1007	264		1	Telefono	Contesto	3	2026-03-10 16:55:21	112	Respondió bien, buen perfil
1008	264		1	Telefono	Contesto	4	2026-03-06 17:03:31	187	
1009	264		1	Correo	No Contesto	5	2026-03-10 00:48:42		
1010	265		1	WhatsApp	No Contesto	1	2026-03-19 17:42:30		
1011	265		1	WhatsApp	No Contesto	2	2026-03-14 12:38:19		
1012	266		1	WhatsApp	No Contesto	1	2026-03-10 11:42:39		
1013	266		1	Telefono	No Contesto	2	2026-03-25 02:49:39		
1014	266		1	WhatsApp	No Contesto	3	2026-04-02 11:22:51		Sin respuesta
1015	266		1	Telefono	No Contesto	4	2026-03-23 02:13:44		
1016	266		1	Correo	No Contesto	5	2026-03-25 08:03:21		
1017	266		1	WhatsApp	No Contesto	6	2026-03-15 15:08:35		Línea ocupada
1018	266		1	WhatsApp	No Contesto	7	2026-03-15 17:42:43		
1019	267		3	Telefono	No Contesto	1	2026-03-16 11:46:07		Llamada breve, pide callback
1020	267		3	Telefono	Contesto	2	2026-03-17 21:08:45	138	
1021	267		3	Telefono	No Contesto	3	2026-03-08 06:50:28		
1022	267		3	WhatsApp	No Contesto	4	2026-03-10 05:29:24		
1023	267		3	WhatsApp	Contesto	5	2026-03-17 20:38:45		Positivo, agenda follow-up
1024	267		3	Correo	No Contesto	6	2026-03-26 01:07:05		Llamada breve, pide callback
1025	268		3	WhatsApp	Contesto	1	2026-03-21 02:37:55		
1026	268		3	WhatsApp	Contesto	2	2026-03-13 12:18:32		
1027	268		3	Correo	No Contesto	3	2026-03-05 05:30:05		
1028	268		3	Correo	No Contesto	4	2026-03-12 07:50:10		
1029	269		1	Telefono	Contesto	1	2026-03-17 22:56:41	232	
1030	269		1	WhatsApp	No Contesto	2	2026-03-27 01:13:29		Línea ocupada
1031	269		1	Telefono	No Contesto	3	2026-03-28 18:46:28		
1032	269		1	Correo	No Contesto	4	2026-03-19 04:31:32		
1033	269		1	WhatsApp	No Contesto	5	2026-03-08 13:57:30		
1034	270		2	Telefono	No Contesto	1	2026-03-06 04:46:22		
1035	270		2	WhatsApp	No Contesto	2	2026-03-05 01:43:15		
1036	270		2	WhatsApp	No Contesto	3	2026-03-05 00:28:02		Buzón de voz
1037	271		2	WhatsApp	No Contesto	1	2026-03-22 13:17:16		
1038	273		3	Correo	No Contesto	1	2026-03-16 12:58:42		
1039	273		3	Correo	No Contesto	2	2026-03-30 14:34:14		
1040	274		1	Telefono	Contesto	1	2026-03-06 16:15:23	133	
1041	274		1	Correo	Contesto	2	2026-03-10 22:41:16		
1042	274		1	Telefono	No Contesto	3	2026-03-10 08:23:56		
1043	274		1	WhatsApp	Contesto	4	2026-03-15 16:30:30		
1044	274		1	Telefono	Contesto	5	2026-03-08 06:46:58	340	
1045	275		5	Correo	Contesto	1	2026-03-03 20:01:26		
1046	276		4	Telefono	No Contesto	1	2026-03-05 10:53:45		
1047	276		4	WhatsApp	Contesto	2	2026-03-05 14:33:24		
1048	276		4	Correo	No Contesto	3	2026-03-06 05:51:19		No disponible
1049	277		1	WhatsApp	No Contesto	1	2026-03-05 17:39:43		
1050	277		1	WhatsApp	No Contesto	2	2026-03-06 11:58:53		No disponible
1051	277		1	Telefono	Contesto	3	2026-03-05 10:55:34	324	
1052	278		5	Correo	No Contesto	1	2026-03-12 20:00:52		
1053	278		5	WhatsApp	Contesto	2	2026-03-12 09:33:10		Confirmó interés
1054	278		5	Telefono	No Contesto	3	2026-03-07 23:19:56		
1055	279		4	Telefono	No Contesto	1	2026-03-06 11:36:09		
1056	279		4	Telefono	No Contesto	2	2026-03-08 02:55:26		Llamada breve, pide callback
1057	279		4	WhatsApp	Contesto	3	2026-03-04 00:12:57		
1058	279		4	WhatsApp	Contesto	4	2026-03-07 19:20:26		
1059	279		4	WhatsApp	Contesto	5	2026-03-07 12:59:29		
1060	280		5	WhatsApp	No Contesto	1	2026-03-04 06:27:31		
1061	280		5	Telefono	No Contesto	2	2026-03-06 01:13:59		
1062	281		5	Telefono	No Contesto	1	2026-03-13 09:49:02		Llamada breve, pide callback
1063	281		5	Telefono	No Contesto	2	2026-03-10 12:34:30		
1064	281		5	Correo	No Contesto	3	2026-03-13 00:15:38		
1065	281		5	WhatsApp	Contesto	4	2026-03-07 05:45:31		
1066	281		5	WhatsApp	Contesto	5	2026-03-09 12:06:57		
1067	281		5	WhatsApp	No Contesto	6	2026-03-13 06:44:38		
1068	281		5	Telefono	No Contesto	7	2026-03-10 20:33:44		
1069	282		4	WhatsApp	Contesto	1	2026-03-10 22:39:25		Respondió bien, buen perfil
1070	282		4	Telefono	Contesto	2	2026-03-12 10:53:37	372	
1071	282		4	WhatsApp	No Contesto	3	2026-03-07 16:22:56		
1072	283		4	Correo	Contesto	1	2026-03-06 01:54:06		Interesado, pide más info
1073	283		4	Telefono	No Contesto	2	2026-03-04 21:25:18		
1074	283		4	WhatsApp	No Contesto	3	2026-03-05 15:23:35		
1075	283		4	Telefono	No Contesto	4	2026-03-05 18:52:17		
1076	283		4	Telefono	No Contesto	5	2026-03-06 15:28:02		
1077	283		4	WhatsApp	Contesto	6	2026-03-06 15:33:34		
1078	284		2	Telefono	No Contesto	1	2026-03-03 14:39:27		
1079	284		2	Telefono	No Contesto	2	2026-03-03 12:38:07		
1080	284		2	WhatsApp	No Contesto	3	2026-03-04 17:52:03		
1081	284		2	WhatsApp	No Contesto	4	2026-03-05 09:59:10		
1082	284		2	Correo	No Contesto	5	2026-03-05 17:18:47		
1083	285		2	Telefono	No Contesto	1	2026-03-05 03:50:17		Buzón de voz
1084	285		2	WhatsApp	Contesto	2	2026-03-06 08:13:09		
1085	285		2	Correo	Contesto	3	2026-03-06 08:53:17		
1086	285		2	Correo	No Contesto	4	2026-03-06 13:17:43		
1087	285		2	Correo	Contesto	5	2026-03-07 01:17:44		
1088	285		2	WhatsApp	Contesto	6	2026-03-07 13:17:44		
1089	285		2	WhatsApp	No Contesto	7	2026-03-08 01:17:44		
1090	286		1	Telefono	Contesto	1	2026-03-23 12:35:40	144	
1091	286		1	WhatsApp	No Contesto	2	2026-03-07 10:33:21		
1092	286		1	WhatsApp	Contesto	3	2026-03-06 20:26:38		
1093	286		1	WhatsApp	No Contesto	4	2026-03-22 04:56:05		
1094	287		2	WhatsApp	No Contesto	1	2026-03-21 00:30:38		
1095	287		2	WhatsApp	No Contesto	2	2026-03-18 14:02:41		
1096	287		2	Telefono	Contesto	3	2026-03-17 22:59:04	325	Confirmó interés
1097	287		2	WhatsApp	No Contesto	4	2026-03-13 05:40:12		
1098	287		2	Telefono	No Contesto	5	2026-03-17 19:53:58		
1099	287		2	WhatsApp	No Contesto	6	2026-03-23 15:56:27		Sin respuesta
1100	287		2	Telefono	No Contesto	7	2026-03-22 17:58:01		
1101	287		2	Correo	No Contesto	8	2026-03-11 09:27:14		
1102	288		3	WhatsApp	No Contesto	1	2026-03-28 13:27:20		
1103	289		5	Correo	No Contesto	1	2026-03-11 15:04:45		
1104	289		5	Correo	Contesto	2	2026-03-08 20:35:05		
1105	289		5	Correo	No Contesto	3	2026-03-11 04:31:48		
1106	289		5	WhatsApp	Contesto	4	2026-03-06 02:24:16		
1107	289		5	Telefono	Contesto	5	2026-03-09 04:36:33	152	
1108	289		5	WhatsApp	No Contesto	6	2026-03-06 11:05:51		
1109	290		5	Correo	No Contesto	1	2026-03-06 03:33:01		
1110	290		5	WhatsApp	Contesto	2	2026-03-06 10:35:31		
1111	290		5	Telefono	No Contesto	3	2026-03-08 04:54:55		
1112	291		1	WhatsApp	No Contesto	1	2026-03-08 00:32:26		
1113	291		1	WhatsApp	No Contesto	2	2026-03-18 09:07:11		
1114	291		1	Telefono	No Contesto	3	2026-03-07 09:21:29		Sin respuesta
1115	291		1	Telefono	No Contesto	4	2026-03-08 04:41:18		
1116	292		1	Correo	No Contesto	1	2026-03-11 01:59:56		No disponible
1117	292		1	Telefono	No Contesto	2	2026-03-15 19:39:54		
1118	292		1	WhatsApp	No Contesto	3	2026-03-12 11:22:35		
1119	292		1	Telefono	No Contesto	4	2026-03-15 23:03:08		No disponible
1120	292		1	Telefono	No Contesto	5	2026-03-20 06:09:33		
1121	293		5	Telefono	No Contesto	1	2026-03-03 19:04:02		
1122	294		4	WhatsApp	Contesto	1	2026-03-13 02:26:46		
1123	294		4	WhatsApp	No Contesto	2	2026-03-06 21:04:36		
1124	294		4	WhatsApp	No Contesto	3	2026-03-06 11:10:07		
1125	294		4	WhatsApp	No Contesto	4	2026-03-12 15:42:04		
1126	294		4	Correo	No Contesto	5	2026-03-08 15:56:00		
1127	295		5	Telefono	Contesto	1	2026-03-06 11:53:16	529	Disponible siguiente semana
1128	295		5	WhatsApp	Contesto	2	2026-03-03 08:51:21		
1129	295		5	WhatsApp	Contesto	3	2026-03-13 12:50:40		
1130	295		5	WhatsApp	No Contesto	4	2026-03-05 18:57:45		
1131	295		5	Telefono	Contesto	5	2026-03-07 19:14:19	543	
1132	297		5	WhatsApp	No Contesto	1	2026-03-19 20:35:36		
1133	297		5	WhatsApp	Contesto	2	2026-03-10 05:18:37		
1134	297		5	WhatsApp	No Contesto	3	2026-03-20 20:56:27		
1135	297		5	Telefono	No Contesto	4	2026-03-18 01:30:44		
1136	297		5	WhatsApp	No Contesto	5	2026-03-13 14:26:43		
1137	297		5	Telefono	No Contesto	6	2026-03-14 22:23:19		
1138	298		3	Telefono	Contesto	1	2026-03-03 06:37:03	352	
1139	299		4	WhatsApp	No Contesto	1	2026-03-05 06:57:38		
1140	299		4	WhatsApp	No Contesto	2	2026-03-14 05:39:00		
1141	299		4	Telefono	Contesto	3	2026-03-12 19:23:36	49	
1142	299		4	Telefono	No Contesto	4	2026-03-12 20:44:44		
1143	299		4	WhatsApp	Contesto	5	2026-03-16 10:25:26		
1144	300		5	WhatsApp	No Contesto	1	2026-03-25 23:59:31		
1145	300		5	Telefono	Contesto	2	2026-03-09 20:55:15	363	
